965	9188746	19800	808
966	9285555	28	18
967	9285756	301	204
968	9287772	150	44
969	9288679	1037	481
970	9295213	251	105
971	9296794	2	1
972	9296812	679	306
973	9301115	33	19
974	9301349	4	3
975	9301386	2	2
976	9301407	1013	490
977	9307634	652	113
978	9311417	1	1
979	9311429	401	42
980	9313293	45	26
981	9313602	1	1
982	9313614	668	202
983	9317610	402	193
984	9320153	1064	515
985	9326915	1268	267
986	9333800	36	23
987	9334032	5	5
988	9334078	1	1
989	9334090	8	6
990	9334159	1	1
991	9334171	1	1
992	9334183	1	1
993	9334195	37	23
994	9334452	81	54
995	9335005	115	50
996	9335769	1	1
997	9335781	1	1
998	9335793	1	1
999	9335805	2	2
1000	9335827	2	2
1001	9335849	83	53
1002	9336403	879	316
1003	9341592	57	41
1004	9342022	18	13
1005	9342171	34	28
1006	9342416	2	2
1007	9342439	46	18
1008	9342717	1	1
1009	9342730	3	3
1010	9342763	1	1
1011	9342776	25	20
1012	9342964	1	1
1013	9342977	1	1
1014	9342990	1	1
1015	9343003	1	1
1016	9343016	9	5
1017	9343085	19	10
1018	9343235	11	11
1019	9343326	62	35
1020	9343747	5	3
1021	9343786	57	39
1022	9344208	1892	710
1023	9355571	1	1
1024	9355584	1	1
1025	9355597	1	1
1026	9355610	80	40
1027	9356109	1	1
1028	9356122	1	1
1029	9356135	7	5
1030	9356191	412	223
1031	9358830	572	171
1032	9362297	599	384
1033	9365252	722	385
1034	9369411	2074	247
1035	9378686	1029	324
1036	9384443	3752	944
1037	9404265	284	77
1038	9406006	20	12
1039	9406143	505	177
1040	9409103	414	63
1041	9411422	3614	617
1042	9430412	719	85
1043	9434037	468	200
1044	9437003	5	4
1045	9437050	1518	615
1046	9445855	384	236
1047	9448265	2710	599
1048	9463625	16	7
1049	9463734	345	158
1050	9465806	291	163
1051	9467685	38	32
1052	9467968	55	38
1053	9468345	19	17
1054	9468489	1068	292
1055	9474826	19	15
1056	9474969	48	29
1057	9475302	96	45
1058	9475934	290	131
1059	9477659	13036	885
1060	9538759	2	2
1061	9538780	238	144
1062	9540334	55	22
1063	9540665	3767	652
1064	9561410	4207	1260
1065	9585193	644	241
1066	9589085	91	51
1067	9589706	21	13
1068	9589853	76	55
1069	9590387	516	184
1070	9593476	17	8
1071	9593597	148	88
1072	9594552	963	243
1073	9599985	2172	665
1074	9612804	18	13
1075	9612945	2	2
1076	9612964	42	22
1077	9613272	315	184
1078	9615293	140	58
1079	9616197	14	9
1080	9616303	1287	513
1081	9623961	281	163
